YEAR,COUNTRY,LOCATION,LATITUDE,LONGITUDE,WAVE_HEIGHT,FATALITIES,DAMAGE_USD_MILLIONS
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.221167,140.951139,3.73,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.321556,141.026028,3.73,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.148,140.922694,3.75,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.429194,141.305611,3.77,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.902417,141.624139,3.77,,
2011,JAPAN,HOKKAIDO PREFECTURE,41.768583,140.712778,2.48,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.531206,141.538611,2.5,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.953056,144.0865,2.51,,
2011,JAPAN,"TSHIBA PREFECTURE, KANTO REGION",35.646306,140.580722,2.52,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.293861,141.016167,2.53,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.385306,141.1595,2.55,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.316472,141.031778,2.55,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.057667,140.622778,4.85,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.015426,143.146736,4.95,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.760349,140.969795,5.01,,
2011,JAPAN,HOKKAIDO PREFECTURE,41.948581,143.217006,5.09,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.442989,140.607203,5.14,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.00875,140.648861,5.3,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.151944,141.868611,5.35,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.717333,140.726,5.47,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",35.86855,140.739686,5.6,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.476718,141.956424,8.02,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.466711,141.655367,8.3,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.812944,141.964083,10.14,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.852306,141.966694,10.62,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.691389,141.963444,12.33,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.767139,141.503389,15.91,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.727028,141.554639,16.36,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.936097,141.93167,16.58,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.10375,141.825306,16.88,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.034995,141.767741,16.98,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.197139,140.966,17.5,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",37.970931,140.911856,8.6,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.864361,141.613944,8.62,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.362806,141.905306,8.64,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.273611,141.888861,8.64,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.192592,141.793694,8.67,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.738972,141.970222,8.67,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.6405,141.967069,8.69,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.296583,141.510139,8.71,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.056083,141.722806,8.71,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.579157,141.95282,8.73,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.374528,141.458764,8.75,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.736694,141.970667,8.81,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.846194,141.613833,8.82,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.549933,141.940817,3.9,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.843556,141.96025,3.93,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.906673,141.568059,4.1,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.224301,143.319198,4.19,,
2011,JAPAN,SHICHIGAHAMA TOWN,38.305,141.0587,10.0,70.0,
2011,JAPAN,IWAKI CITY,37.07,140.9,9.4,310.0,
2011,JAPAN,HOKKAIDO PREFECTURE,42.186333,142.708183,3.87,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.620583,140.686083,3.49,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.082942,140.923519,3.5,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.229,140.956194,3.51,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.28725,141.003917,3.51,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.428361,141.266444,3.55,,
2011,JAPAN,"TSHIBA PREFECTURE, KANTO REGION",35.692394,140.727753,3.58,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.295444,141.016889,3.59,,
2011,JAPAN,MINAMI SANRIKU TOWN,38.65,141.44,15.5,558.0,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.188517,140.922674,2.09,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.096583,141.825972,22.77,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.937861,141.940844,23.29,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.919286,141.938964,24.51,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.436111,142.008889,25.24,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.45805,142.046567,27.97,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.28875,141.916028,29.92,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.317572,141.972503,33.59,,
2011,JAPAN,HOKKAIDO PREFECTURE,43.21122,140.77498,0.0,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.611072,141.460019,3.9,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.648128,141.443622,4.8,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.807328,141.402425,5.8,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.621025,141.454953,6.1,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.637989,141.446972,6.2,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.625267,141.452992,6.4,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.771636,141.409372,6.5,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.749389,141.413822,6.6,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.6976,141.426703,7.0,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.793925,141.404817,7.0,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.713958,141.422425,7.6,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.670133,141.436056,8.0,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.655992,141.441039,8.3,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.665464,141.437164,8.5,,
2011,JAPAN,"TSHIBA PREFECTURE, KANTO REGION",35.209167,140.392417,2.81,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.828092,140.775969,3.99,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.452361,141.678736,5.7,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.905194,141.575417,7.64,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.868972,141.571667,7.69,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.167056,140.956,7.72,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.471542,141.953611,7.75,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.193092,141.793153,7.76,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.467617,141.654117,7.77,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.319667,141.470139,7.88,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.858111,141.608306,7.91,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.208408,141.001375,7.93,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.449501,141.957746,7.94,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.190039,141.796917,7.98,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.380722,141.439583,8.02,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.102389,140.930417,8.05,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.57325,141.479417,8.09,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.262,141.895944,8.1,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.514778,141.490667,8.12,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.274078,141.889153,8.14,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.1105,141.818,8.17,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",37.958767,140.914778,8.2,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.576278,141.941911,8.24,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.320833,141.469222,8.32,,
2011,JAPAN,NODA,40.117,141.833,17.0,38.0,
2011,JAPAN,URAGAMI,33.55,135.9,1.4,,
2011,JAPAN,YUKI,33.767,134.6,1.1,,
2011,JAPAN,SUSAKI,33.383,133.3,2.6,,
2011,JAPAN,ABURATSU,31.583,131.417,1.1,,
2011,JAPAN,MIYAZAKIKO,31.9,131.45,1.6,,
2011,JAPAN,SHIBUSHI-KO,31.4667,131.105,1.1,,
2011,JAPAN,HOKKAIDO PREFECTURE,41.767194,140.713694,2.31,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.125833,140.879583,2.32,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.427694,141.233889,2.33,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.008417,140.887861,2.36,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.827361,140.972069,5.15,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.207056,140.968306,5.16,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",35.969889,140.673028,5.17,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.518992,141.589278,2.45,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.381306,141.116306,2.46,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.423444,141.216333,2.46,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.37725,141.09975,2.46,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.251281,140.288672,2.47,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.420306,141.219722,2.48,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.448257,141.294392,2.48,,
2011,JAPAN,"AOMORI PREFECTURE, TOHOKU REGION",40.846639,141.395833,5.43,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.624334,141.958862,3.56,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.501056,140.628,3.56,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.284278,141.014417,3.57,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.856333,140.792944,3.57,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.33945,140.593766,3.58,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.421111,141.354639,3.58,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.145972,140.925333,3.6,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.321306,141.468889,7.48,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",37.922278,140.890944,7.52,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.262778,141.896,7.54,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.32225,141.469667,7.55,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.908,141.576306,7.56,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.868639,141.574583,7.6,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.726842,140.992375,2.82,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.137823,142.910952,2.87,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",37.96929,140.882401,2.93,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.46412,142.170789,3.01,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.290965,140.984365,3.06,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.267672,140.973559,3.1,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.290976,141.046332,3.23,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.255793,140.963186,3.28,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.893899,141.564113,3.35,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.288253,140.999441,3.42,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.129589,142.935271,3.44,,
2011,JAPAN,"TOKUSHIMA PREF., SHIKOKU REGION",33.848889,134.623611,3.51,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.036289,143.119386,3.64,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.583333,140.662194,3.7,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.818006,140.942889,3.72,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.551972,141.409056,2.36,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",36.950207,140.896058,2.36,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.179389,140.936667,2.37,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.429861,141.247917,1.6,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.355349,140.611899,2.03,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.143306,140.891056,2.06,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.339556,141.144667,2.07,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.153472,140.907944,2.08,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.024028,140.883,2.08,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",36.953559,140.9077,2.09,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.378306,141.079,2.1,,
2011,JAPAN,HOKKAIDO PREFECTURE,43.283028,145.585861,2.1,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.013778,140.883361,2.11,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.113333,140.926917,2.12,,
2011,JAPAN,"MIE PREFECTURE, TOKAI REGION",34.428572,136.876267,2.13,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.023611,140.890806,2.14,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.421611,141.360806,2.17,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.586139,140.641472,2.18,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.153694,140.901028,2.19,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.375722,141.115306,2.22,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.004611,140.888972,2.25,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.167556,140.933444,2.28,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.162389,140.923028,2.3,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.215806,140.962056,2.3,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.362917,141.432639,7.09,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.778361,140.981278,7.09,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",36.912386,140.834872,7.1,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.85975,141.575972,7.15,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.481821,141.976118,7.17,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.258056,141.000222,7.26,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.005215,140.976615,7.28,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.826638,140.972577,7.28,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.334333,141.090528,7.28,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",35.885611,140.684444,7.28,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",37.923,140.894194,7.3,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.000803,140.913017,7.3,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.44875,141.443583,22.28,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.74575,141.527083,22.93,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.400417,141.595528,23.64,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.828722,141.982528,25.14,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.454917,141.519444,29.97,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.400278,141.162917,2.35,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.244278,140.965861,2.36,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.317778,141.019361,2.36,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.414194,141.37875,2.36,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.473762,142.07525,2.3,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.096833,140.895167,2.3,,
2011,JAPAN,HOKKAIDO PREFECTURE,42.974278,144.724194,2.31,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.048306,140.895028,2.32,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",37.048098,140.970532,2.32,,
2011,JAPAN,HOKKAIDO PREFECTURE,43.037813,144.842628,2.32,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.001667,140.884306,2.33,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.147694,140.915889,2.33,,
2011,USA TERRITORY,MIDWAY ISLANDS,28.215,-177.361,1.57,,
2011,USA,"ADAK, SWEEPER COVE, AK",51.863,-176.632,1.1,,
2011,"MICRONESIA, FED. STATES OF","YAP ISLAND, CAROLINE ISLANDS",9.517,138.133,0.2,,
2011,USA TERRITORY,WAKE ISLAND,19.29,166.6183,0.5,,
2011,JAPAN,NAHA,26.217,127.667,0.6,,
2011,USA TERRITORY,"SAIPAN, NORTHERN MARIANA ISLANDS",15.2266,145.742,0.8,,
2011,JAPAN,OMAEZAKI,34.6083,138.2222,1.42,,
2011,USA,"D51407 BPR, SE OF HONOLULU, HI",19.634,-156.507,0.31,,
2011,"MARSHALL ISLANDS, REP. OF",D52402 BPR - 790 NM NW OF KWAJALEIN,11.575,154.588,0.11,,
2011,USA,"D46403 BPR, SE OF SHUMAGIN IS, AK",52.65,-156.94,0.1,,
2011,USA,"D21415 BPR, 175 NM S OF ATTU, AK",50.173,171.837,0.27,,
2011,RUSSIA,"D21419 BPR, 209 NM S OF KURIL IS",44.455,155.736,0.54,,
2011,JAPAN,"D21413, SE TOKYO, JAPAN",30.55,152.117,0.74,,
2011,RUSSIA,"D21401 BPR, 250NM SE OF ITIRUP IS",42.617,152.583,0.67,,
2011,JAPAN,"D21418 BPR, NE TOKYO, JAPAN",38.71,148.67,1.78,,
2011,USA,"SHEMYA ISLAND, AK",52.731,174.103,1.57,,
2011,JAPAN,TOKAI,33.8,137.6,0.23,,
2011,RUSSIA,"MALOKURIL'SKAYA BAY, SHIKOTAN",43.867,146.817,2.29,,
2011,RUSSIA,"YUZHNO-KURIL'SK, KUNASHIR ISLAND",44.03,145.86,1.03,,
2011,RUSSIA,"BUREVESTNIK, ITURUP I., KURILSKIYE",44.93,147.625,2.0,,
2011,RUSSIA,"NEVELSK, SAKHALIN",46.67,141.855,0.09,,
2011,RUSSIA,"KHOLMSK, SAKHALIN I",47.033,142.05,0.07,,
2011,RUSSIA,"KORSAKOV, SAKHALIN",46.62,142.8,0.42,,
2011,RUSSIA,STARODUBSKOE,47.415,142.85,0.16,,
2011,RUSSIA,"PORONAYSK, SAKHALIN",49.217,143.117,0.44,,
2011,RUSSIA,"SEMJACHIK, KAMCHATKA",54.117,159.983,0.82,,
2011,RUSSIA,"PETROPAVLOVSK, KAMCHATKA",53.01667,158.65,0.15,,
2011,RUSSIA,"NIKOLSKOE, BERING I, COMMANDER I",55.2,166.0,0.25,,
2011,RUSSIA,RUDNAYA,44.364,135.818,0.15,,
2011,RUSSIA,"CAPE CRILLON (KRILON), SAKHALIN I.",45.92,142.083,0.19,,
2011,VANUATU,"PORT VILA, EFATE ISLAND",-17.7553,168.3077,0.8,,
2011,VANUATU,LUGANVILLE,-15.5156,167.1886,0.54,,
2011,FIJI,LAUTOKA,-17.6,177.433,0.29,,
2011,CHILE,ARICA,-18.467,-70.333,2.45,,
2011,USA,"NORTH SPIT, HUMBOLDT BAY, CA",40.767,-124.217,0.97,,
2011,USA,"ARENA COVE, CA",38.914,-123.711,1.74,,
2011,USA,"PORT ORFORD, OR",42.737,-124.497,2.02,,
2011,SOLOMON ISLANDS,"HONIARA, GUADALCANAL",-9.429,159.955,0.21,,
2011,USA,"LA PUSH, WA",47.909,-124.637,0.71,,
2011,USA,"NEAH BAY, WA",48.367,-124.612,0.43,,
2011,USA,"SOUTH BEACH, OR",44.625,-124.043,0.43,,
2011,USA,"CHARLESTON, OR",43.352,-124.192,0.71,,
2011,USA,"WESTPORT, WA",46.908,-124.11,0.46,,
2011,USA,"PORT ALEXANDER, AK",56.247,-134.647,0.42,,
2011,NEW ZEALAND,LOTTIN POINT,-37.5503,178.159,0.39,,
2011,NEW ZEALAND,NORTH CAPE,-34.418,173.049,0.38,,
2011,FRENCH POLYNESIA,"PAPEETE, TAHITI",-17.5331,-149.5726,0.42,,
2011,PHILIPPINES,SUBIC BAY,14.8,120.3,0.1,,
2011,FRENCH POLYNESIA,"NUKU HIVA ISLAND, MARQUESAS ISLANDS",-8.9148,-140.0958,1.56,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.195267,141.791781,7.06,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.195875,141.791783,7.07,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.196117,141.791753,7.07,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.010056,140.894611,2.46,,
2011,JAPAN,"TSHIBA PREFECTURE, KANTO REGION",35.645694,140.581,2.47,,
2011,USA,"KAWAIHAE, HAWAII, HI",20.0366,-155.829,1.04,,
2011,USA,"KAHULUI, MAUI, HI",20.895,-156.477,2.0,,
2011,USA,"KAUMALAPAU, LANAI, HI",20.787,-156.991,0.86,,
2011,USA,"HONOLULU, OAHU, HI",21.3067,-157.867,0.71,,
2011,USA,"BARBERS POINT, OAHU, HI",21.3218,-158.1193,0.7,,
2011,USA,"FRENCH FRIGATE SHOALS, HI",23.867,-166.283,0.38,,
2011,USA TERRITORY,JOHNSTON ISLAND,16.7363,-169.5283,0.18,,
2011,PHILIPPINES,LEGASPI,13.15,123.75,0.29,,
2011,"MARSHALL ISLANDS, REP. OF","KWAJALEIN, MARSHALL ISLANDS",8.733,167.733,0.66,,
2011,USA,"NIKOLSKI, AK",52.9406,-168.871,0.84,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.446854,141.44603,17.48,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.440389,141.43965,17.5,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.813944,141.561139,17.55,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.198956,141.865267,17.77,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.567296,142.036237,17.85,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.673868,141.979772,17.94,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.219347,141.810042,18.12,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.381472,141.938361,18.18,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",38.979861,141.705639,18.32,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.108972,141.804083,18.43,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.004889,141.671917,18.53,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.005694,141.664944,18.57,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.687075,141.967194,18.61,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.368028,141.938444,18.75,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.521753,142.028098,18.78,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.642326,142.008332,18.79,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",40.048111,141.869639,18.88,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.207667,141.869333,19.01,,
2011,JAPAN,"MIYAGI PREFECTURE, TOHOKU REGION",38.448559,141.440905,19.04,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.305778,141.889722,19.15,,
2011,JAPAN,"IWATE PREFECTURE, TOHOKU REGION",39.115583,141.887611,19.23,,
2011,JAPAN,"FUKUSHIMA PREFECTURE, TOHOKU REGION",36.987032,140.968061,7.31,,
2011,JAPAN,"IBARAKI PREFECTURE, KANTO REGION",36.840167,140.79725,7.32,,
2011,JAPAN,"TOKUSHIMA PREF., SHIKOKU REGION",33.624814,134.362722,1.66,,
